z,a,V
18.1881,0.6371,662.0765
20.1478,0.5185,661.2018
9.7003,0.6466,191.1437
13.8133,0.5166,309.6958
14.9764,0.6462,455.3188
17.8406,0.5050,504.9728
20.4830,0.6424,846.7246
9.7313,0.5107,151.9445
14.0819,0.6262,390.1166
15.0454,0.5048,359.0121
18.1244,0.6456,666.2150
20.0422,0.4909,619.4160
10.1271,0.6295,202.7916
13.7771,0.5098,304.0181
15.1418,0.6249,450.1179
17.9796,0.5039,511.7674
20.0401,0.6351,801.2561
9.6344,0.4998,145.7176
13.5968,0.6439,373.9491
14.7279,0.5118,348.7628
17.9604,0.6162,624.4962
20.3975,0.5213,681.3412
10.4399,0.6523,223.3757
13.6728,0.5194,305.0290
15.3714,0.6384,473.8679
17.5602,0.5442,527.2192
20.5513,0.6295,835.2000
10.3759,0.5149,174.1508
14.0439,0.6405,396.8680
15.9702,0.5186,415.5580
17.3758,0.6440,610.8253
20.2387,0.5143,661.8352
10.1624,0.6270,203.4355
14.0412,0.5113,316.6961
15.5230,0.6284,475.6728
18.3247,0.5186,547.1088
20.0668,0.6212,785.7864
10.2223,0.5029,165.1003
13.2044,0.6276,343.7776
14.6130,0.5036,337.8427
17.8309,0.6324,631.6404
20.3117,0.5066,656.6378
9.9216,0.6331,195.7707
13.3726,0.5245,294.6413
15.0955,0.6390,457.4762
18.1968,0.5213,542.2656
20.4564,0.6293,827.3125
9.8424,0.5109,155.4788
13.9544,0.6333,387.4365
15.6508,0.5180,398.6338
18.0409,0.6431,657.6365
19.4517,0.5149,612.0591
10.2495,0.6278,207.2270
14.2712,0.4887,312.7093
15.1788,0.6277,454.3095
17.3448,0.5188,490.3062
20.3791,0.6569,857.1146
10.3272,0.4970,166.4971
13.7907,0.6423,383.7538
15.1197,0.5299,380.5206
17.7759,0.6099,605.3867
20.4881,0.5124,675.7489
10.2954,0.6367,212.0285
14.2123,0.4919,312.1215
15.1273,0.6436,462.6865
17.4504,0.5120,489.7650
20.6269,0.6331,846.2889
10.4128,0.5049,171.9782
13.6270,0.6257,365.0052
15.4254,0.5020,375.2384
18.0224,0.6452,658.3155
20.0717,0.5077,642.5458
10.6886,0.6316,226.7043
14.0277,0.5003,309.2840
14.7098,0.6378,433.5511
17.8986,0.5246,528.0368
20.7556,0.6292,851.5766
9.8840,0.4962,152.2842
13.8752,0.6376,385.6392
15.7590,0.5089,397.0559
18.0785,0.6292,646.0888
20.2259,0.4898,629.4854
10.0016,0.6327,198.8246
14.1358,0.5106,320.5278
15.4231,0.6197,463.1426
17.8993,0.5089,512.1991
20.0494,0.6496,820.3528
10.1902,0.5132,167.3981
14.1628,0.6432,405.3281
15.7964,0.5189,406.7875
18.2949,0.6449,678.1087
20.2655,0.5181,668.5063
10.0554,0.6215,197.4220
13.8492,0.5170,311.5038
15.9701,0.6576,526.9060
18.1955,0.5193,540.1300
21.0098,0.6291,872.4257
10.2142,0.5182,169.8369
14.2603,0.6245,398.9700
14.5991,0.5256,351.9084
17.2932,0.6143,577.1657
20.3723,0.5114,666.8262
9.8078,0.6252,188.9381
13.3732,0.5139,288.7319
15.1579,0.6331,456.9685
18.1709,0.5048,523.5721
20.1136,0.6191,786.8134
10.0642,0.5052,160.7497
14.8339,0.6490,448.6446
15.8950,0.5163,409.7973
17.4864,0.6322,607.2806
20.3253,0.5056,656.1371
9.3096,0.6419,174.7649
14.1627,0.5171,325.8445
15.2761,0.6450,472.8713
17.9243,0.5045,509.1817
20.8311,0.6154,838.9184
10.3777,0.5223,176.7229
13.4342,0.6344,359.6787
14.6248,0.5188,348.6272
17.8501,0.6482,648.8945
20.0809,0.5152,652.6359
9.8014,0.6277,189.4368
13.1162,0.5006,270.5552
14.9601,0.6422,451.4948
18.1039,0.5142,529.4818
20.0712,0.6235,789.0728
10.1579,0.4952,160.5230
13.7274,0.6195,366.7813
15.3259,0.4797,354.0032
17.7281,0.6274,619.4378
20.7864,0.4861,659.8309
9.7493,0.6427,191.8773
14.1086,0.5034,314.8347
15.2975,0.6325,464.9716
17.1151,0.4893,450.2877
20.4395,0.6469,849.0124
9.7598,0.5233,156.6043
13.4593,0.6508,370.3699
15.2094,0.4963,360.7126
18.2267,0.6270,654.3791
20.5098,0.5169,683.0290
10.7321,0.6322,228.7828
13.8118,0.5167,309.6602
15.2426,0.6414,468.1591
17.9741,0.4964,503.8496
20.6551,0.6460,865.9055
9.9013,0.5094,156.9091
13.8126,0.6268,375.7126
15.2012,0.5158,374.4323
17.7551,0.6235,617.5162
20.4378,0.5097,668.8165
10.3125,0.6270,209.4869
13.8280,0.5171,310.6574
15.3208,0.6393,471.4207
18.1119,0.4942,509.3426
19.8642,0.6219,770.9446
9.9621,0.5163,160.9801
13.0688,0.6648,356.7209
15.7242,0.5101,396.2376
18.1615,0.6461,669.4776
20.1325,0.5313,676.5843
9.9738,0.6301,196.9081
14.7925,0.5080,349.2080
15.3159,0.6328,466.3694
17.1755,0.5158,478.0543
20.7887,0.6575,892.6718
10.3220,0.5148,172.2793
14.4376,0.6299,412.4603
15.7382,0.5052,393.1081
16.8856,0.6439,576.7427
20.2237,0.5182,665.8662
11.0686,0.6310,242.8591
13.9803,0.5024,308.5098
15.0286,0.6287,446.0982
17.8089,0.5098,507.9842
20.8166,0.6404,871.8020
10.1282,0.5261,169.5329
14.5665,0.6333,422.1526
14.9345,0.5060,354.5451
17.2829,0.6551,614.7276
20.0392,0.4943,623.6170
9.9454,0.6338,196.9614
14.0490,0.4923,305.2559
15.9734,0.6283,503.6043
17.2764,0.4932,462.4980
19.6215,0.6437,778.5698
9.8531,0.4915,149.9158
13.3402,0.6310,352.7637
15.3042,0.4976,366.1602
17.7449,0.6228,616.0527
19.9746,0.5280,661.8013
10.3755,0.6216,210.2280
13.4270,0.5051,286.0822
15.1439,0.6294,453.4675
17.8808,0.5135,515.7964
20.2379,0.6225,800.9597
10.1913,0.5049,164.7441
13.8037,0.6518,390.1960
15.0166,0.4998,354.1062
17.6753,0.6459,633.9140
20.3259,0.5045,654.7899
9.9459,0.6387,198.4719
13.9988,0.5128,315.7196
15.5668,0.6131,466.7150
16.9516,0.5099,460.3276
20.1359,0.6330,806.3408
10.1926,0.4932,160.9698
13.9425,0.6386,390.0012
15.9468,0.5197,415.1430
18.1204,0.6237,643.4118
20.5339,0.5194,688.0744
10.4384,0.6272,214.7030
13.5777,0.4941,286.2016
15.4902,0.6431,484.7604
17.6622,0.5142,503.9714
19.5745,0.6464,778.0889
9.3419,0.5064,138.8503
14.2535,0.6310,402.7688
14.9931,0.5195,366.8391
17.7710,0.6223,617.4085
20.1923,0.4980,637.8996
9.7647,0.6333,189.6894
13.7660,0.5039,300.0158
15.3981,0.6343,472.4312
16.9277,0.4953,445.8954
20.4363,0.6348,832.9054
9.8145,0.5212,157.7204
14.3159,0.6250,402.4027
15.2196,0.4909,357.2305
17.7220,0.6277,619.3861
19.9506,0.5087,636.0545
9.7326,0.6360,189.2674
14.3993,0.5188,337.9439
14.8411,0.6387,441.9197
18.1710,0.5127,531.8309
20.7195,0.6457,870.8637
10.1948,0.5075,165.7107
14.1624,0.6252,393.9595
15.0899,0.4998,357.5754
17.5810,0.6361,617.6639
20.8114,0.5107,694.8609
9.1573,0.6409,168.8394
13.8143,0.5008,300.2321
15.1535,0.6261,451.6516
17.4826,0.5018,481.8164
20.8442,0.6386,871.6563
10.1418,0.5104,164.9285
14.1712,0.6443,406.4796
15.0640,0.5010,357.1808
17.8990,0.6195,623.5517
19.3896,0.5095,601.7686
10.6312,0.6235,221.3847
14.2460,0.5127,326.8558
14.9619,0.6404,450.4156
18.1404,0.4984,515.2641
20.7035,0.6338,853.5027
9.6824,0.5079,149.5924
14.2250,0.6295,400.1500
15.3525,0.5105,377.9936
17.5778,0.6346,615.9850
20.2860,0.5054,653.4392
10.8661,0.6433,238.6093
13.9010,0.5017,304.5880
14.9703,0.6432,452.8655
18.0098,0.5058,515.4062
20.7156,0.6354,856.6854
10.1385,0.5082,164.1039
13.8829,0.6380,386.3308
15.6506,0.5280,406.3087
18.4207,0.6294,670.9272
20.2335,0.5270,677.8095
10.4350,0.6248,213.7389
13.2508,0.4928,271.7992
14.9728,0.6373,448.8378
17.5309,0.5122,494.5566
19.7934,0.6356,782.3243
10.1753,0.5113,166.3111
13.6510,0.6439,376.9512
14.8491,0.5241,363.0069
18.2019,0.6235,648.9576
20.3543,0.5278,687.0129
10.5939,0.6255,220.5445
14.0855,0.5026,313.2530
15.9453,0.6362,508.1931
18.0151,0.4919,501.5386
20.5677,0.6254,831.1257
10.5162,0.4972,172.7544
13.6382,0.6211,362.9648
14.8408,0.4976,344.2658
18.1889,0.6237,648.1926
20.6632,0.5025,673.9924
9.8498,0.6309,192.2984
13.9295,0.5006,305.1706
15.2346,0.6140,447.7134
18.0010,0.5277,537.1787
20.4503,0.6169,810.4777
9.6026,0.5212,151.0181
14.3321,0.6494,419.0839
15.2766,0.5027,368.5959
17.8555,0.6217,622.6682
20.4361,0.5234,686.6734
10.2376,0.6413,211.1396
13.8662,0.4961,299.6679
14.8606,0.6359,441.2063
17.6680,0.4898,480.3087
20.1614,0.6557,837.3796
10.4755,0.5153,177.6493
14.8838,0.6197,431.3144
14.9744,0.5258,370.3785
18.1005,0.6159,633.9227
20.4838,0.4953,652.8873
10.2186,0.6412,210.3296
14.2550,0.5176,330.4193
15.4194,0.6366,475.5237
17.8240,0.5313,530.2964
19.8301,0.6308,779.3000
9.8641,0.5013,153.2476
14.4971,0.6394,422.1868
15.5457,0.4943,375.2839
17.9585,0.6315,639.8239
20.8228,0.5131,698.8760
10.3301,0.6303,211.3148
13.9993,0.5081,312.8485
15.1258,0.6274,450.9624
17.5864,0.5221,507.3142
20.2898,0.6339,819.8842
9.5866,0.5265,152.0283
13.8612,0.6265,378.1335
15.7615,0.5021,391.8893
17.7152,0.6325,623.5944
20.3871,0.5147,672.0763
10.2642,0.6306,208.7271
14.8058,0.4973,342.5004
14.8419,0.6199,429.0225
17.2629,0.5114,478.7391
20.5633,0.6212,825.2164
10.4719,0.5174,178.2297
13.7633,0.6451,383.9103
14.8912,0.5172,360.3166
17.7081,0.6409,631.3745
20.0488,0.5045,637.1241
10.3489,0.6428,216.2775
14.0464,0.5054,313.2844
13.9739,0.6399,392.5341
17.8271,0.5229,522.1232
19.9455,0.6423,802.7774
9.8746,0.5267,161.3296
14.0546,0.6271,389.1748
15.0043,0.4899,346.4730
17.2714,0.6319,592.1489
20.2447,0.5207,670.3787
9.8765,0.6500,199.1987
13.8050,0.5178,310.0362
14.6016,0.6201,415.3476
18.1194,0.4867,501.9776
20.2311,0.6370,819.1171
10.2036,0.5177,169.3303
13.5123,0.6282,360.3197
15.1802,0.5236,379.0467
18.2677,0.6332,663.8156
20.2887,0.4940,638.8798
10.5873,0.6381,224.6880
14.1848,0.4964,313.7918
15.3069,0.6296,463.4415
17.7865,0.4995,496.4693
20.2121,0.6369,817.4635
10.5323,0.5182,180.5925
14.1763,0.6333,399.8102
14.7353,0.5115,348.8878
18.3100,0.6232,656.3225
20.3322,0.5118,664.7037
10.4373,0.6417,219.6173
14.1639,0.5166,325.5621
15.7179,0.6380,495.1704
17.4191,0.4912,468.1878
20.2486,0.6496,836.7366
10.0427,0.5058,160.2707
14.5301,0.6461,428.4798
16.1223,0.5127,418.6339
17.6435,0.6143,600.7741
20.4876,0.5106,673.3861
9.6282,0.6534,190.2955
13.9239,0.4968,302.5752
14.8861,0.6373,443.6788
17.9555,0.5127,519.3236
21.0881,0.6318,882.7437
10.1473,0.4953,160.2168
14.1173,0.6334,396.5655
15.6165,0.5195,398.0454
17.4208,0.6398,610.0180
19.7091,0.5041,615.2007
10.1464,0.6444,208.4109
13.6419,0.5132,300.0629
15.7520,0.6459,503.4962
18.3241,0.5158,544.0853
20.0629,0.6341,801.8347
10.6487,0.5114,182.1746
13.4700,0.6432,366.6306
15.3867,0.5058,376.2048
17.8024,0.6260,623.3014
20.3097,0.5171,670.1453
9.9461,0.6291,195.5136
13.5778,0.5032,291.4569
15.1232,0.6391,459.2059
17.9724,0.4859,493.1017
20.4426,0.6479,850.6756
10.5540,0.5065,177.2526
13.7296,0.6422,380.2890
14.8878,0.5038,350.8230
17.8469,0.6219,622.3004
20.1513,0.5105,651.1986
10.5195,0.6279,218.3071
13.4188,0.4931,278.9837
15.0436,0.6321,449.4262
17.8152,0.5267,525.1796
20.1046,0.6239,792.2810
9.7852,0.4990,150.1266
14.3776,0.6263,406.7690
15.5789,0.5144,392.2459
18.4243,0.6444,687.2289
20.5629,0.5066,672.9914
9.9497,0.6223,193.5438
13.8653,0.4930,297.7290
15.3765,0.6521,484.3978
18.2274,0.4925,514.0258
20.2473,0.6216,800.5431
9.5222,0.4989,142.1166
13.5872,0.6330,367.1208
15.4855,0.5134,386.8005
17.7818,0.6286,624.4363
20.6747,0.5148,691.3153
10.3229,0.6376,213.4666
13.4318,0.5011,284.0203
15.7161,0.6179,479.4448
17.3044,0.5101,479.8915
20.2887,0.6355,821.7741
10.2099,0.5137,168.2066
14.1300,0.6260,392.6546
15.7883,0.5146,403.0124
18.1779,0.6493,674.0872
19.9448,0.5104,637.8972
9.7951,0.6503,196.0046
14.3584,0.5099,330.2630
15.4789,0.6512,490.2039
17.8485,0.4915,491.8889
20.3032,0.6380,826.1666
10.3853,0.5038,170.7054
13.7924,0.6396,382.2741
16.0570,0.4942,400.2826
17.7633,0.6210,615.5418
20.3079,0.5028,651.4693
10.0188,0.6218,196.0786
14.0587,0.5073,314.9981
15.2941,0.6289,462.1289
17.4357,0.5109,487.9374
20.6737,0.6277,842.8345
9.9018,0.4981,153.4212
13.6337,0.6314,368.7568
15.4197,0.5104,381.2903
17.6012,0.6472,629.9089
20.2086,0.5056,648.6457
9.6060,0.6300,182.6360
13.7276,0.5108,302.4300
15.4773,0.6311,474.9494
17.6957,0.4925,484.5168
20.3013,0.6275,812.4065
9.7800,0.5147,154.6779
13.3295,0.6108,340.9465
14.9230,0.5094,356.3600
17.5760,0.6457,626.6775
20.1534,0.5159,658.3249
10.5638,0.6391,224.0399
13.8551,0.5154,310.8057
15.7331,0.6287,488.8713
18.3561,0.5047,534.1886
20.3765,0.6375,831.5969
9.9583,0.5030,156.6917
14.0108,0.6467,398.8182
15.0800,0.5016,358.3484
17.6944,0.6318,621.4732
20.5909,0.5175,689.2768
10.4559,0.6501,223.2929
13.4811,0.5062,288.9996
14.8134,0.6478,446.5779
18.2577,0.4971,520.5939
20.1312,0.6309,803.2327
9.9494,0.5069,157.6307
14.5475,0.6324,420.4506
15.5363,0.4982,377.7996
18.2509,0.6197,648.4799
20.1243,0.5049,642.3642
10.7807,0.6514,237.8613
13.8008,0.5197,310.9694
15.2852,0.6374,467.8980
17.4549,0.5184,496.1592
20.3796,0.6332,826.1888
10.0495,0.5109,162.0699
14.1465,0.6338,398.4876
14.8036,0.5107,351.6207
17.3424,0.6262,591.6624
19.9683,0.5151,645.2503
9.8721,0.6171,188.9316
13.6447,0.4960,290.1313
15.0281,0.6417,455.2885
17.1699,0.5079,470.3448
19.9802,0.6344,795.6419
9.3687,0.4917,135.5842
13.3494,0.6255,350.1814
15.4017,0.5203,387.7439
17.3428,0.6336,598.7076
20.2688,0.4828,623.0820
9.8790,0.6343,194.4816
14.2758,0.5192,332.4316
14.3477,0.6495,420.0135
17.7851,0.5083,505.1143
20.9086,0.6343,871.1070
10.5038,0.5002,173.4066
14.2244,0.6428,408.5639
15.0844,0.4957,354.3680
19.0663,0.6201,708.1841
20.2830,0.5023,649.1685
10.5521,0.6452,225.7263
14.6222,0.4983,334.7353
15.1391,0.6379,459.2930
17.7903,0.4991,496.2318
20.1832,0.6545,837.6386
9.7751,0.5136,154.1603
14.2475,0.6217,396.4960
15.2089,0.5200,377.8535
17.0606,0.6203,567.1707
20.3024,0.4906,635.2483
10.5788,0.6416,225.5475
13.8954,0.5023,304.7071
15.4054,0.6238,465.0666
17.7154,0.5200,512.6534
19.5446,0.6214,745.7136
9.9597,0.5352,166.7880
13.8917,0.6337,384.1997
14.6650,0.5018,339.0247
17.0560,0.6576,601.0208
20.6056,0.5165,689.0342
10.3073,0.6272,209.3225
13.6725,0.5188,304.6530
14.5931,0.6311,422.1958
18.1893,0.5158,536.1148
20.6846,0.6466,869.0650
9.9331,0.5079,157.4264
13.9426,0.6347,387.6277
15.4227,0.5161,385.6831
17.6809,0.6335,622.1609
20.3807,0.5186,676.6699
10.8730,0.6235,231.5725
13.9686,0.5057,309.9814
15.7200,0.6430,499.2059
18.1239,0.5166,533.0618
20.0353,0.6258,789.1979
10.6402,0.5043,179.3544
13.7364,0.6380,378.1795
15.4076,0.5117,381.5960
17.7687,0.6450,639.7811
20.1846,0.5166,661.1841
10.5883,0.6194,218.1704
14.1633,0.5027,316.8178
15.1800,0.6346,459.4221
18.1011,0.5027,517.4726
20.5629,0.6238,828.6760
10.4409,0.5023,172.0363
13.9710,0.6215,381.1188
14.5344,0.4924,326.7493
17.9130,0.6276,632.7132
20.7660,0.5182,702.0735
9.9896,0.6313,197.9213
13.7311,0.5228,309.6292
15.2030,0.6365,462.1250
17.9792,0.5113,519.2115
20.4488,0.6450,847.3204
10.0011,0.4958,155.7857
14.5486,0.6473,430.4313
14.7367,0.5079,346.5584
17.2516,0.6303,589.2993
21.2653,0.5084,722.3318
10.2906,0.6407,213.1405
14.3694,0.5089,330.1349
14.9174,0.6297,440.2022
17.7222,0.5210,514.0554
20.9852,0.6230,861.8750
10.1304,0.5091,164.1112
13.7716,0.6197,369.2495
15.2639,0.5105,373.6771
16.9354,0.6362,573.1980
20.6613,0.5066,679.4285
9.9438,0.6438,200.0034
13.5879,0.4973,288.4418
15.0545,0.6170,439.3327
17.6567,0.5229,512.1216
20.0558,0.6713,848.2498
9.3974,0.5027,139.4992
13.6640,0.6386,374.5615
15.2126,0.5141,373.8065
17.4085,0.6435,612.6961
20.1006,0.4994,633.8802
10.0284,0.6294,198.8509
14.0269,0.5114,316.0905
15.2674,0.6268,459.0292
17.5468,0.5164,499.4812
19.8708,0.6482,804.1047
9.6923,0.5250,154.9515
14.1182,0.6230,390.0781
15.0584,0.5234,372.8644
18.0102,0.6272,639.1039
20.5255,0.4974,658.3976
10.5148,0.6408,222.5643
14.2077,0.5035,319.2995
15.1285,0.6269,450.7510
17.8041,0.5120,509.8256
20.4312,0.6269,822.0662
10.1275,0.5081,163.7197
13.5874,0.6365,369.1766
15.0612,0.5058,360.4302
18.4667,0.6357,681.0812
20.1556,0.5105,651.5789
9.7182,0.6311,187.2613
14.0195,0.5234,323.2014
15.0932,0.6281,449.5093
18.3882,0.5220,554.4541
20.5447,0.6315,837.3333
10.3468,0.5015,168.6771
13.7239,0.6405,379.0211
15.6173,0.4730,362.4471
17.4796,0.6263,601.1824
20.7864,0.5254,713.1906
9.3235,0.6395,174.6215
14.5353,0.5142,341.3175
14.9726,0.6221,438.1326
17.7098,0.5023,494.9395
20.2654,0.6298,812.6274
10.2785,0.4980,165.2722
14.0808,0.6347,395.3514
15.8547,0.5045,398.4240
17.7487,0.6206,614.2047
20.4158,0.4901,641.7600
10.3734,0.6235,210.7548
14.0693,0.4937,307.0562
15.1471,0.6272,452.0897
18.0080,0.4932,502.4299
19.9687,0.6327,792.6252
10.0135,0.5034,158.5552
14.1625,0.6301,397.0628
15.2515,0.5128,374.7194
18.0240,0.6332,646.2144
20.1273,0.5051,642.7820
9.8476,0.6137,186.9722
13.9826,0.5075,311.7059
15.1617,0.6592,476.0980
17.2297,0.5138,479.1969
20.3093,0.6427,832.8410
10.1301,0.4931,158.9469
13.3826,0.6384,359.1824
14.4482,0.4999,327.8404
17.5802,0.6402,621.6108
20.9395,0.4918,677.5030
10.3205,0.6483,216.9134
14.7302,0.4944,337.0448
14.8656,0.6287,436.4754
17.8104,0.5236,521.7765
19.8933,0.6417,797.8605
10.8074,0.4952,181.7190
13.5070,0.6526,374.0255
15.3076,0.4977,366.3436
17.9648,0.6413,650.1982
19.9194,0.5141,640.8272
10.6015,0.6611,233.4278
13.7181,0.5202,307.5419
14.7366,0.6345,432.8772
17.8258,0.5047,503.8106
20.2351,0.6032,775.9942
10.1771,0.5190,168.8462
13.7920,0.6178,369.2040
15.6556,0.5045,388.4643
17.8091,0.6452,642.8989
20.5504,0.5120,679.2726
9.6021,0.6380,184.7863
14.4139,0.5016,327.4038
15.0329,0.6268,445.0014
18.2457,0.5057,528.8485
19.9082,0.6444,802.3339
10.2010,0.5007,163.6781
13.0319,0.6367,339.7047
15.0011,0.5035,355.9435
18.0766,0.6257,642.3373
20.4196,0.4976,651.8036
10.5997,0.6351,224.1721
14.1522,0.5130,322.7718
14.7679,0.6183,423.6577
17.9435,0.4998,505.5578
20.3040,0.6419,831.3542
10.8442,0.5004,184.8761
14.1713,0.6403,403.9907
15.6145,0.5171,396.0933
17.9656,0.6236,632.3318
20.1516,0.5153,657.3706
10.4325,0.6336,216.6527
14.2710,0.5119,327.5155
15.5946,0.6230,476.0101
17.6917,0.5114,502.8937
19.7795,0.6293,773.5050
10.4020,0.5110,173.6889
13.7722,0.6264,373.2649
15.7048,0.4919,381.1489
17.5914,0.6322,614.5932
20.8511,0.4993,681.9333
10.8401,0.6388,235.8086
13.5896,0.5029,291.7583
15.4549,0.6446,483.7227
18.1559,0.5103,528.5051
20.4492,0.6300,827.6194
9.8088,0.5097,154.0619
13.4622,0.6382,363.3495
15.7057,0.5161,399.9611
17.9211,0.6351,640.8293
19.7200,0.4748,580.0154
9.7327,0.6436,191.5308
14.3589,0.5168,334.7103
15.0042,0.6377,450.9899
18.1487,0.5014,518.8623
20.6919,0.6316,849.5726
9.8614,0.5036,153.8552
14.4006,0.6399,416.9101
15.5422,0.5046,382.8971
17.1947,0.6255,581.0188
20.4432,0.5059,664.2133
10.4695,0.6267,215.8169
14.3283,0.5051,325.7549
15.0730,0.6182,441.2052
18.1365,0.5097,526.6798
19.8233,0.6272,774.2887
9.7775,0.5284,158.6815
14.0211,0.6481,400.2904
15.1798,0.5142,372.2034
17.6123,0.6260,610.0598
20.6777,0.5045,677.6980
10.4641,0.6293,216.4628
13.7370,0.5191,307.7569
15.0138,0.6508,460.8906
18.2753,0.5154,540.7542
20.5173,0.6445,852.3949
9.9786,0.5275,165.0113
13.4766,0.6378,363.8789
15.3292,0.4966,366.6249
17.5807,0.6312,612.8951
19.9016,0.5098,634.2919
10.1204,0.6140,197.5997
13.9692,0.5061,310.2361
15.2798,0.6414,470.4556
17.5378,0.5079,490.7244
20.3603,0.6324,823.6164
10.1796,0.5047,164.2941
13.9361,0.6479,395.3045
15.2738,0.5137,376.5082
17.6429,0.6331,619.0703
20.8282,0.4989,679.9037
10.3676,0.6638,224.1398
13.6658,0.4979,292.1099
15.8223,0.6411,504.2360
17.0776,0.5107,467.9260
20.1396,0.6319,805.1481
10.4661,0.5134,176.6835
14.6371,0.6181,416.0181
15.0128,0.5067,358.7573
18.5723,0.6306,683.3335
20.9094,0.5115,702.4995
10.5174,0.6477,225.0871
13.9018,0.5191,315.1945
15.2595,0.6283,459.5940
18.4673,0.5196,556.6896
20.8478,0.6191,845.3521
10.2800,0.5036,167.1666
14.0416,0.6384,395.4480
15.8324,0.4900,385.8296
18.0307,0.6134,626.4815
20.3370,0.4873,633.0962
10.2306,0.6198,203.7886
14.1762,0.5027,317.3623
15.0168,0.6539,463.2329
17.6197,0.5096,497.0444
20.0251,0.6260,788.6919
10.2932,0.5146,171.3171
13.9016,0.6383,387.4942
15.4208,0.5206,388.9484
17.3182,0.6259,589.7765
20.0425,0.4960,625.9856
10.5280,0.6433,224.0184
14.0852,0.4787,298.3756
15.7960,0.6365,498.9600
18.1826,0.4926,511.6095
20.3175,0.6176,800.9416
10.3603,0.5211,175.7250
13.9418,0.6454,394.1605
15.1247,0.4966,356.8874
17.4167,0.6180,588.8977
20.5611,0.4904,651.3309
10.4318,0.6410,219.1647
13.8875,0.4877,295.4625
15.1866,0.6194,448.7632
17.8609,0.5118,512.9240
20.6336,0.6338,847.6800
9.6789,0.5154,151.6869
13.9274,0.6265,381.7776
15.4493,0.5094,381.9820
17.9944,0.6340,644.8754
20.6212,0.5271,704.2223
10.2750,0.6301,208.9888
13.8558,0.4986,300.6965
15.0226,0.6367,451.4357
18.2869,0.5072,532.8626
20.5702,0.6216,826.3141
10.5192,0.5059,175.8674
14.5001,0.6351,419.4867
15.2885,0.5231,384.1068
17.6621,0.6211,608.6661
20.4116,0.4944,647.0874
10.3992,0.6126,208.1231
13.2986,0.5182,287.9026
15.5695,0.6422,489.0947
17.1388,0.4922,454.1573
20.2780,0.6241,806.1871
10.0732,0.5015,159.8841
13.2298,0.6274,345.0119
15.0669,0.5129,365.8019
17.9694,0.6362,645.3776
20.6372,0.5089,680.9619
9.7930,0.6458,194.5874
13.4730,0.4950,282.2987
15.7562,0.6407,499.6986
17.8118,0.5289,527.1352
20.0828,0.6397,810.5304
10.0403,0.5181,164.0659
13.7332,0.6468,383.1997
15.3471,0.5232,387.1787
18.0333,0.6223,635.7498
19.6924,0.5063,616.8671
9.4143,0.6259,174.2578
13.9530,0.5012,306.5479
15.0909,0.6152,440.1350
18.3135,0.5134,541.0213
20.2355,0.6368,819.1473
10.0517,0.5432,172.4155
13.5724,0.6417,371.3725
15.7969,0.5080,398.2783
18.2029,0.6103,635.3385
20.1936,0.5145,659.1206
10.0196,0.6190,195.1992
14.2486,0.5095,324.9850
14.7861,0.6425,441.3342
17.6097,0.5276,513.9845
20.1103,0.6379,810.4744
10.1149,0.4913,157.8879
14.9259,0.6281,439.6393
14.7582,0.5224,357.4226
17.2069,0.6361,591.6947
20.9415,0.5111,704.1367
10.1393,0.6419,207.3200
14.2081,0.4971,315.2652
14.8274,0.6286,434.1238
17.4987,0.5013,482.2654
20.3827,0.6503,848.7966
9.9902,0.5073,159.0721
14.5592,0.6241,415.6022
15.4480,0.5046,378.2934
17.6065,0.6451,628.2163
20.0641,0.5118,647.2484
10.0121,0.6476,203.9484
14.2394,0.5038,320.9370
15.4680,0.6089,457.6811
18.0853,0.4985,512.2303
19.8867,0.6359,790.0573
10.0173,0.5018,158.1710
14.4006,0.6471,421.5694
14.6754,0.4909,332.1271
17.9543,0.6376,645.6752
19.9304,0.5053,630.5324
10.4808,0.6056,209.0023
13.8473,0.5291,318.7461
15.9123,0.6235,495.9377
17.7056,0.5115,503.8033
20.5740,0.6436,855.8874
9.7324,0.5022,149.4396
13.8178,0.6467,387.9157
15.3729,0.5163,383.2980
16.8077,0.6248,554.5038
20.3279,0.5167,670.7937
9.8840,0.6323,194.0687
13.8002,0.4878,291.8670
15.3162,0.6416,472.8221
18.4838,0.5285,567.2425
19.8638,0.6404,793.8920
10.0352,0.5035,159.2680
13.7553,0.6225,370.0106
15.0677,0.5087,362.8461
17.9052,0.6270,631.4929
20.6123,0.4972,663.7246
10.1913,0.6284,205.0443
13.5898,0.4894,283.9289
14.9592,0.6329,444.8940
18.0840,0.5109,524.8612
20.2776,0.6371,822.9203
10.2924,0.5109,170.0290
14.3355,0.6239,402.7663
15.5054,0.4948,373.7166
17.2012,0.6210,577.2836
20.6426,0.5044,675.2755
9.9619,0.6269,195.4571
14.1942,0.5094,322.4387
15.0051,0.6614,467.8228
17.9036,0.4973,500.7551
19.8301,0.6380,788.1930
10.7466,0.4910,178.1624
13.4117,0.6299,355.9384
14.6801,0.5138,347.8815
17.3789,0.6118,580.5001
20.3014,0.5191,672.1816
10.4893,0.6477,223.8930
13.9695,0.5132,314.6506
15.3401,0.6264,463.0602
17.4069,0.5226,497.4515
20.1859,0.6364,814.7085
10.3505,0.5013,168.7326
14.8261,0.6204,428.4330
15.0205,0.5046,357.6127
17.1766,0.6378,591.1655
19.8860,0.5188,644.5001
